"Data Source: 2016 Dataset (released March 2018)"
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2004","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","      1010.0000000","          .0000000","   1911300.0000000","   1912565.0000000","       250.0000000","   1912815.0000000",".",".",".","          .0000000","          .0000000","       250.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     13250.0000000","     13250.0000000","   1900000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","     11000.0000000","       250.0000000","     11250.0000000","          .0000000","          .0000000","          .0000000","     11250.0000000",".","     11250.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     11000.0000000","     11000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","     18250.0000000","     18505.0000000","          .0000000","     18505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       510.0000000","       510.0000000","     18000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","         5.0000000","         5.0000000","        10.0000000","       750.0000000","          .0000000","    316250.0000000","    317010.0000000","          .0000000","    317010.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     17000.0000000","     17000.0000000","    300000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","     11500.0000000","     11755.0000000","          .0000000","     11755.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       760.0000000","       760.0000000","     11000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       250.0000000","       250.0000000","       500.0000000","       250.0000000","          .0000000","    710750.0000000","    711500.0000000","          .0000000","    711500.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    460000.0000000","    460000.0000000","    250000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","       750.0000000","       250.0000000","      1000.0000000","       760.0000000","          .0000000","  57705500.0000000","  57707260.0000000","          .0000000","  57707260.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  56000000.0000000","  56000000.0000000","   1700000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","      6000.0000000","      6500.0000000",".","      6500.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      6500.0000000","      6500.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","       250.0000000","       750.0000000","      1000.0000000","       250.0000000","          .0000000","     15000.0000000","     16250.0000000",".","     16250.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     16000.0000000","     16000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0003142","          .0006372","          .0009515","          .0000000","          .0000000","          .0000000","          .0009515",".","          .0009515",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0009515","          .0009515","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      4800.0000000","      4800.0000000","          .0000000","          .0000000","          .0000000","      4800.0000000",".","      4800.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4800.0000000","      4800.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","       794.0000000","        10.0000000","       804.0000000","        32.0000000","          .0000000","  35211786.0000000","  35212622.0000000","       872.0000000","  35213494.0000000",".",".",".","          .0000000","          .0000000","       872.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  34817537.0000000","  34817537.0000000","    395957.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","       260.0000000","          .0000000","    822000.0000000","    822515.0000000","          .0000000","    822515.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     77000.0000000","     77000.0000000","    746000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .4000000","        53.5000000","        53.9000000","         2.5000000","          .0000000","     16544.5000000","     16600.9000000","          .0000000","     16600.9000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     16127.9000000","     16127.9000000","       473.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","       250.0000000","       250.0000000","       500.0000000","      1900.0000000","          .0000000","    370250.0000000","    372650.0000000","          .0000000","    372650.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    290000.0000000","    290000.0000000","     85000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       250.0000000","          .0000000","     10000.0000000","     10250.0000000",".","     10250.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     10000.0000000","     10000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","       250.0000000","       250.0000000","       250.0000000","          .0000000","      8950.0000000","      9450.0000000","          .0000000","      9450.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1900.0000000","      1900.0000000","      7600.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.0000000","         5.0000000","       250.0000000","          .0000000","      2900.0000000","      3155.0000000","          .0000000","      3155.0000000",".",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       760.0000000","       760.0000000","      2400.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2005","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000"
